"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1256","*** Add/Edit/Search/MassUpdate Case *** Add/Search Case Note  *** Add/Search Case Media","","Mon May 12 20:25:52 UTC 2025","failed","Mon May 12 20:25:53 UTC 2025","","Case","",""
"","983","All Dispo Actions for 8 items -- no service involved","","Mon May 12 20:25:43 UTC 2025","failed","Mon May 12 20:25:44 UTC 2025","","Dispo Auth","",""
"","1036","*** Add/Edit/Search Person *** Add/Search Person Note  *** Add/Search Person Media","","Mon May 12 20:25:41 UTC 2025","failed","Mon May 12 20:25:42 UTC 2025","","Person","",""
"","1402","7. Container Moves","","Mon May 12 20:25:51 UTC 2025","failed","Mon May 12 20:25:52 UTC 2025","","Services","",""
